Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,134.1300048828125,137.74899291992188,133.02999877929688,136.6999969482422,136.6999969482422,16708400
2019-01-03,134.27000427246094,134.8699951171875,129.8300018310547,130.60000610351562,130.60000610351562,19531300
2019-01-04,134.25999450683594,141.0800018310547,133.66000366210938,139.75,139.75,22845400
2019-01-07,140.5500030517578,144.0800018310547,139.00999450683594,143.10000610351562,143.10000610351562,17239000
2019-01-08,145.0,147.5500030517578,142.05999755859375,146.7899932861328,146.7899932861328,16487600
2019-01-09,149.88999938964844,153.35000610351562,148.5,151.9199981689453,151.9199981689453,20214100
2019-01-10,149.80999755859375,152.02999877929688,148.8800048828125,151.69000244140625,151.69000244140625,14221100
2019-01-11,151.8300018310547,153.3800048828125,150.13999938964844,151.32000732421875,151.32000732421875,9589400
2019-01-14,148.5,150.57000732421875,146.5399932861328,149.27000427246094,149.27000427246094,13356700
2019-01-15,150.67999267578125,154.1699981689453,149.96400451660156,150.8800048828125,150.8800048828125,15003100
2019-01-16,152.80999755859375,155.38999938964844,151.5,154.83999633789062,154.83999633789062,14810800
2019-01-17,152.11000061035156,158.5500030517578,151.89999389648438,155.97000122070312,155.97000122070312,16153200
2019-01-18,158.4499969482422,159.49000549316406,154.72999572753906,157.02000427246094,157.02000427246094,19611400
2019-01-22,154.39999389648438,155.44000244140625,150.20700073242188,152.14999389648438,152.14999389648438,21295000
2019-01-23,154.64999389648438,155.17999267578125,150.9499969482422,152.02999877929688,152.02999877929688,10195800
2019-01-24,151.47000122070312,156.0,151.2100067138672,155.86000061035156,155.86000061035156,10997900
2019-01-25,158.91000366210938,160.5,157.42999267578125,159.2100067138672,159.2100067138672,16451800
2019-01-28,157.8000030517578,159.69000244140625,155.3000030517578,158.9199981689453,158.9199981689453,10141100
2019-01-29,159.0399932861328,160.375,155.9199981689453,156.8800048828125,156.8800048828125,18348200
2019-01-30,161.2899932861328,167.83999633789062,160.5,166.82000732421875,166.82000732421875,36997700
2019-01-31,167.8000030517578,169.72999572753906,165.6999969482422,168.49000549316406,168.49000549316406,21219500
2019-02-01,168.0,169.39999389648438,167.6300048828125,167.97000122070312,167.97000122070312,10771500
2019-02-04,166.32000732421875,167.5500030517578,165.61000061035156,166.6999969482422,166.6999969482422,7380400
2019-02-05,168.5500030517578,171.9499969482422,168.0,171.8300018310547,171.8300018310547,12801800
2019-02-06,171.86000061035156,173.08999633789062,169.99000549316406,171.52000427246094,171.52000427246094,11267800
